question,answer
Tên chương trình đào tạo được mô tả trong văn bản là gì?,Chương trình đào tạo ngành Hệ thống thông tin.
Chương trình đào tạo ngành Hệ thống thông tin thuộc trường nào?,"Trường Đại học Công nghệ, ĐHQGHN."
Tổng số tín chỉ của chương trình đào tạo ngành Hệ thống thông tin là bao nhiêu?,136 tín chỉ.
Số tín chỉ thuộc khối kiến thức chung của chương trình đào tạo ngành Hệ thống thông tin là bao nhiêu?,"29 tín chỉ (Không tính các học phần GDTC, GDQP-AN và Kĩ năng bổ trợ)."
Số tín chỉ thuộc khối kiến thức theo lĩnh vực của chương trình đào tạo ngành Hệ thống thông tin là bao nhiêu?,18 tín chỉ.
Số tín chỉ thuộc khối kiến thức theo khối ngành của chương trình đào tạo ngành Hệ thống thông tin là bao nhiêu?,9 tín chỉ.
Số tín chỉ thuộc khối kiến thức theo nhóm ngành của chương trình đào tạo ngành Hệ thống thông tin là bao nhiêu?,22 tín chỉ.
Số tín chỉ thuộc khối kiến thức ngành của chương trình đào tạo ngành Hệ thống thông tin là bao nhiêu?,58 tín chỉ.
Sinh viên ngành Hệ thống thông tin phải học bao nhiêu tín chỉ học phần bắt buộc thuộc khối kiến thức ngành?,34 tín chỉ.
Sinh viên ngành Hệ thống thông tin phải học bao nhiêu tín chỉ học phần tự chọn thuộc khối kiến thức ngành?,12/50 tín chỉ.
Sinh viên ngành Hệ thống thông tin phải học bao nhiêu tín chỉ học phần bổ trợ?,5/21 tín chỉ.
Sinh viên ngành Hệ thống thông tin phải hoàn thành bao nhiêu tín chỉ khóa luận tốt nghiệp?,7 tín chỉ.
"Học phần ""Những nguyên lý cơ bản của chủ nghĩa Mác - Lênin 1"" có mã học phần là gì?",PHI1004.
"Học phần ""Tư tưởng Hồ Chí Minh"" yêu cầu học phần tiên quyết nào?",PHI1005.
"Học phần ""Cấu trúc dữ liệu và giải thuật"" có mã học phần là gì?",INT2203.
