question,answer
Trường Đại học Công nghệ thuộc đại học quốc gia nào?,Đại học Quốc gia Hà Nội
Tên tiếng Anh của Trường Đại học Công nghệ là gì?,University of Engineering and Technology
Ngành Truyền thông và Mạng máy tính của Trường Đại học Công nghệ yêu cầu bao nhiêu tín chỉ?,157 tín chỉ
Sinh viên ngành Truyền thông và Mạng máy tính của Trường Đại học Công nghệ phải học bao nhiêu tín chỉ khối kiến thức chung?,"29 tín chỉ (chưa tính GDTC, GDQP-AN và Kĩ năng bổ trợ)"
Sinh viên ngành Truyền thông và Mạng máy tính của Trường Đại học Công nghệ phải học bao nhiêu tín chỉ khối kiến thức theo lĩnh vực?,18 tín chỉ
Sinh viên ngành Truyền thông và Mạng máy tính của Trường Đại học Công nghệ phải học bao nhiêu tín chỉ khối kiến thức theo khối ngành?,9 tín chỉ
Sinh viên ngành Truyền thông và Mạng máy tính của Trường Đại học Công nghệ phải học bao nhiêu tín chỉ khối kiến thức theo nhóm ngành?,19 tín chỉ
Sinh viên ngành Truyền thông và Mạng máy tính của Trường Đại học Công nghệ phải học bao nhiêu tín chỉ khối kiến thức ngành?,82 tín chỉ
Đồ án tốt nghiệp ngành Truyền thông và Mạng máy tính của Trường Đại học Công nghệ chiếm bao nhiêu tín chỉ?,10 tín chỉ
"Học phần ""Những nguyên lý cơ bản của Chủ nghĩa Mác – Lênin 1"" của Trường Đại học Công nghệ có mã học phần là gì?",PHI1004
"Học phần ""Tư tưởng Hồ Chí Minh"" của Trường Đại học Công nghệ có mã học phần là gì?",POL1001
"Học phần ""Đường lối cách mạng của Đảng Cộng sản Việt Nam"" của Trường Đại học Công nghệ có mã học phần là gì?",HIS1002
"Học phần ""Tin học cơ sở 4"" của Trường Đại học Công nghệ yêu cầu học phần tiên quyết nào?",INT1003
"Học phần ""Giải tích 2"" của Trường Đại học Công nghệ yêu cầu học phần tiên quyết nào?",MAT1041
"Học phần ""Xử lý tín hiệu số"" của Trường Đại học Công nghệ yêu cầu học phần tiên quyết nào?",MAT1093
