question,answer
Chương trình đào tạo ngành Kỹ thuật Máy tính của Trường Đại học Công nghệ yêu cầu bao nhiêu tín chỉ?,151 tín chỉ (chưa tính Giáo dục thể chất và Giáo dục Quốc phòng - An ninh).
Khối kiến thức chung trong chương trình đào tạo ngành Kỹ thuật Máy tính của Trường Đại học Công nghệ chiếm bao nhiêu tín chỉ?,16 tín chỉ.
"Học phần ""Triết học Mác - Lênin"" thuộc khối kiến thức nào trong chương trình đào tạo ngành Kỹ thuật Máy tính của Trường Đại học Công nghệ?",Khối kiến thức chung.
"Sinh viên ngành Kỹ thuật Máy tính của Trường Đại học Công nghệ cần học học phần tiên quyết nào trước khi học ""Kinh tế chính trị Mác - Lênin""?",Triết học Mác - Lênin.
"Học phần ""Đại số"" thuộc khối kiến thức nào trong chương trình đào tạo ngành Kỹ thuật Máy tính của Trường Đại học Công nghệ?",Khối kiến thức theo lĩnh vực.
"Sinh viên ngành Kỹ thuật Máy tính của Trường Đại học Công nghệ cần học học phần tiên quyết nào trước khi học ""Giải tích 2""?",Giải tích 1.
"Học phần ""Cấu trúc dữ liệu và giải thuật"" thuộc khối kiến thức nào trong chương trình đào tạo ngành Kỹ thuật Máy tính của Trường Đại học Công nghệ?",Khối kiến thức theo khối ngành.
"Sinh viên ngành Kỹ thuật Máy tính của Trường Đại học Công nghệ cần học học phần tiên quyết nào trước khi học ""Cấu trúc dữ liệu và giải thuật""?",Nhập môn lập trình.
"Học phần ""Lập trình"" thuộc khối kiến thức nào trong chương trình đào tạo ngành Kỹ thuật Máy tính của Trường Đại học Công nghệ?",Khối kiến thức theo nhóm ngành.
"Học phần ""Mạng máy tính"" thuộc khối kiến thức nào trong chương trình đào tạo ngành Kỹ thuật Máy tính của Trường Đại học Công nghệ?",Khối kiến thức theo nhóm ngành.
"Học phần ""Kiến trúc máy tính"" thuộc khối kiến thức nào trong chương trình đào tạo ngành Kỹ thuật Máy tính của Trường Đại học Công nghệ?",Khối kiến thức ngành.
"Sinh viên ngành Kỹ thuật Máy tính của Trường Đại học Công nghệ cần học học phần tiên quyết nào trước khi học ""Hệ thống vi xử lý""?",Kỹ thuật điện.
"Học phần ""Kỹ năng khởi nghiệp"" thuộc khối kiến thức nào trong chương trình đào tạo ngành Kỹ thuật Máy tính của Trường Đại học Công nghệ?",Khối kiến thức ngành.
"Sinh viên ngành Kỹ thuật Máy tính của Trường Đại học Công nghệ có bắt buộc phải học học phần ""Chuyên nghiệp trong công nghệ"" không?","Có, đây là học phần bắt buộc thuộc khối kiến thức bổ trợ."
"Khoa/bộ môn nào của Trường Đại học Công nghệ phụ trách học phần ""Thực tập ngành Kỹ thuật máy tính""?",Không đủ thông tin để trả lời.
