question,answer
Chương trình đào tạo ngành Công nghệ kỹ thuật điện tử - truyền thông (CLC TT23) tại Trường Đại học Công nghệ yêu cầu tổng cộng bao nhiêu tín chỉ?,154 tín chỉ
Khối kiến thức chung của chương trình đào tạo ngành Công nghệ kỹ thuật điện tử - truyền thông (CLC TT23) tại Trường Đại học Công nghệ bao gồm bao nhiêu tín chỉ?,"34 tín chỉ (chưa tính Giáo dục thể chất, Giáo dục quốc phòng-an ninh, Kĩ năng bổ trợ)"
Khối kiến thức theo lĩnh vực của chương trình đào tạo ngành Công nghệ kỹ thuật điện tử - truyền thông (CLC TT23) tại Trường Đại học Công nghệ bao gồm bao nhiêu tín chỉ bắt buộc?,18 tín chỉ
"Khối kiến thức theo khối ngành (CNTT, ĐTTT) của chương trình đào tạo ngành Công nghệ kỹ thuật điện tử - truyền thông (CLC TT23) tại Trường Đại học Công nghệ bao gồm bao nhiêu tín chỉ bắt buộc?",6 tín chỉ
Khối kiến thức theo nhóm ngành của chương trình đào tạo ngành Công nghệ kỹ thuật điện tử - truyền thông (CLC TT23) tại Trường Đại học Công nghệ bao gồm bao nhiêu tín chỉ bắt buộc?,30 tín chỉ
"Học phần ""Những nguyên lý cơ bản của chủ nghĩa Mác – Lênin 1"" (PHI1004) thuộc khối kiến thức nào trong chương trình đào tạo ngành Công nghệ kỹ thuật điện tử - truyền thông (CLC TT23) tại Trường Đại học Công nghệ?",Khối kiến thức chung
"Học phần ""Tín hiệu và hệ thống"" (ELT2035) yêu cầu học phần tiên quyết nào trong chương trình đào tạo ngành Công nghệ kỹ thuật điện tử - truyền thông (CLC TT23) tại Trường Đại học Công nghệ?",Đại số (MAT1093)
"Học phần ""Cấu trúc dữ liệu và giải thuật"" (INT2043) yêu cầu học phần tiên quyết nào trong chương trình đào tạo ngành Công nghệ kỹ thuật điện tử - truyền thông (CLC TT23) tại Trường Đại học Công nghệ?",Tin học cơ sở 4 (INT1006)
"Học phần ""Kỹ thuật điện"" (ELT2030) yêu cầu học phần tiên quyết nào trong chương trình đào tạo ngành Công nghệ kỹ thuật điện tử - truyền thông (CLC TT23) tại Trường Đại học Công nghệ?",Điện – Quang (PHY1103)
"Học phần ""Điện tử tương tự"" (ELT2040) yêu cầu học phần tiên quyết nào trong chương trình đào tạo ngành Công nghệ kỹ thuật điện tử - truyền thông (CLC TT23) tại Trường Đại học Công nghệ?",Điện – Quang (PHY1103)
"Học phần ""Xử lý tín hiệu số"" (ELT3144) yêu cầu học phần tiên quyết nào trong chương trình đào tạo ngành Công nghệ kỹ thuật điện tử - truyền thông (CLC TT23) tại Trường Đại học Công nghệ?",Đại số (MAT1093)
"Học phần ""Thực tập điện tử tương tự"" (ELT 3102) yêu cầu học phần tiên quyết nào trong chương trình đào tạo ngành Công nghệ kỹ thuật điện tử - truyền thông (CLC TT23) tại Trường Đại học Công nghệ?",Điện tử tương tự (ELT2040)
"Học phần ""Truyền thông vô tuyến"" (ELT3056) yêu cầu học phần tiên quyết nào trong chương trình đào tạo ngành Công nghệ kỹ thuật điện tử - truyền thông (CLC TT23) tại Trường Đại học Công nghệ?",Tín hiệu và hệ thống (ELT2035) hoặc Truyền thông (ELT3043)
"Học phần ""Mạng truyền thông máy tính 2"" (ELT3062) yêu cầu học phần tiên quyết nào trong chương trình đào tạo ngành Công nghệ kỹ thuật điện tử - truyền thông (CLC TT23) tại Trường Đại học Công nghệ?",Kỹ thuật điện (ELT2030)
"Học phần ""Quản trị mạng viễn thông"" (ELT3168) yêu cầu học phần tiên quyết nào trong chương trình đào tạo ngành Công nghệ kỹ thuật điện tử - truyền thông (CLC TT23) tại Trường Đại học Công nghệ?",Mạng truyền thông máy tính 1 (ELT3046)
