question,answer
Phòng Công tác Sinh viên của Trường Đại học Công nghệ thông báo kế hoạch gì?,Kế hoạch tổ chức đánh giá kết quả rèn luyện học kỳ I năm học 2024-2025 và tổ chức Hội nghị đối thoại giữa lãnh đạo Nhà trường với đại biểu sinh viên.
Sinh viên Trường Đại học Công nghệ tự đánh giá kết quả rèn luyện trên trang web nào?,https://student.uet.vnu.edu.vn
Thời gian sinh viên Trường Đại học Công nghệ tự đánh giá kết quả rèn luyện trên hệ thống là khi nào?,Từ 8h00 ngày 03/03/2025 đến 8h00 ngày 07/03/2025.
Nếu sinh viên Trường Đại học Công nghệ không tham gia đánh giá kết quả rèn luyện mà không có lý do chính đáng thì sao?,Sẽ nhận điểm rèn luyện là 0 và xếp loại “Kém” cho kết quả rèn luyện.
Sinh viên khóa cũ của Trường Đại học Công nghệ nộp phiếu đánh giá kết quả rèn luyện ở đâu?,Văn phòng Khoa/Viện hoặc phòng Công tác sinh viên (Phòng 104-E3).
Hạn cuối sinh viên khóa cũ của Trường Đại học Công nghệ nộp phiếu đánh giá kết quả rèn luyện là ngày nào?,07/03/2025.
Giáo viên chủ nhiệm các Lớp khóa học duyệt kết quả rèn luyện cho từng sinh viên trên hệ thống khi nào?,Chậm nhất là hạn cuối cùng nộp biên bản sinh hoạt lớp theo kế hoạch của Khoa/Viện.
Các Khoa/Viện của Trường Đại học Công nghệ triển khai họp Hội đồng cấp Khoa/Viện để duyệt kết quả rèn luyện của sinh viên khi nào?,Từ 09h00 ngày 07/03/2025 đến ngày 19/03/2025.
Trước ngày nào các đơn vị của Trường Đại học Công nghệ gửi biên bản họp Hội đồng cấp Khoa/Viện về Phòng CTSV?,21/03/2025.
Địa chỉ email Phòng Công tác Sinh viên Trường Đại học Công nghệ là gì?,nthue153@vnu.edu.vn
Thời gian các Khoa/Viện của Trường Đại học Công nghệ tổ chức Hội nghị đối thoại cấp Khoa/Viện là khi nào?,Từ ngày 24/03/2025 đến 03/04/2025.
Trước ngày nào các đơn vị của Trường Đại học Công nghệ gửi Biên bản Hội nghị đối thoại cấp Khoa/Viện về Phòng Công tác sinh viên?,04/04/2025.
Hội nghị đối thoại cấp Trường của Trường Đại học Công nghệ dự kiến tổ chức vào ngày nào?,25/4/2025.
Sinh viên Trường Đại học Công nghệ cần liên hệ với ai nếu có vướng mắc trong quá trình triển khai kế hoạch đánh giá rèn luyện?,Phòng Công tác Sinh viên (Phòng 104-E3).
Đại diện ban cán sự các Lớp khóa học có được đánh giá điểm rèn luyện cho sinh viên trong lớp khi sinh viên đó chưa tự đánh giá không?,Không.
