question,answer
Chương trình đào tạo được mô tả trong văn bản thuộc ngành nào của Trường Đại học Công nghệ?,Chương trình đào tạo ngành Công nghệ Kỹ thuật Xây dựng.
Sinh viên tốt nghiệp ngành Công nghệ Kỹ thuật Xây dựng cần đạt trình độ tiếng Anh tối thiểu nào?,Trình độ 3/6 Khung năng lực ngoại ngữ Việt Nam.
Sinh viên ngành Công nghệ Kỹ thuật Xây dựng có được trang bị kiến thức về BIM không?,"Có, sinh viên được sử dụng thành thạo BIM."
"Sau khi tốt nghiệp, sinh viên ngành Công nghệ Kỹ thuật Xây dựng có thể làm việc ở vị trí nào trong doanh nghiệp?","Cán bộ kỹ thuật, cán bộ thi công, giám sát các công trình và quản lý dự án."
Sinh viên tốt nghiệp ngành Công nghệ Kỹ thuật Xây dựng có thể làm việc tại cơ quan nhà nước nào?,"Các cơ quan thuộc Bộ Xây dựng, Bộ Giao thông vận tải, các Ban Quản lý dự án, các Sở Xây dựng, Sở Giao thông vận tải."
Sinh viên tốt nghiệp ngành Công nghệ Kỹ thuật Xây dựng có thể đảm nhiệm vị trí nào liên quan đến dự án?,"Chuyên gia tư vấn, giám sát, thanh tra, kiểm tra các dự án kỹ thuật hạ tầng."
Sinh viên tốt nghiệp ngành Công nghệ Kỹ thuật Xây dựng có thể học lên bậc học nào?,"Thạc sĩ, nghiên cứu sinh."
Sinh viên tốt nghiệp ngành Công nghệ Kỹ thuật Xây dựng có thể học các chuyên ngành thạc sĩ nào?,Kỹ thuật xây dựng; Kỹ thuật xây dựng công trình thủy; Kỹ thuật xây dựng công trình biển; Kỹ thuật xây dựng công trình ngầm; Kỹ thuật xây dựng công trình giao thông; Kỹ thuật xây dựng công trình đặc biệt; Kỹ thuật cơ sở hạ tầng; Địa kỹ thuật xây dựng; Kinh tế xây dựng; Quản lý xây dựng.
Sinh viên tốt nghiệp ngành Công nghệ Kỹ thuật Xây dựng có cần khả năng làm việc nhóm không?,"Có, sinh viên cần có khả năng làm việc độc lập, sáng tạo hoặc theo nhóm."
"Sau khi tốt nghiệp, sinh viên ngành Công nghệ Kỹ thuật Xây dựng có khả năng tự học không?","Có, sinh viên có khả năng tự học, tự nghiên cứu và nâng cao trình độ."
Chuẩn đầu ra nào của ngành Công nghệ Kỹ thuật Xây dựng liên quan đến đạo đức nghề nghiệp?,"PLO 10: Chủ động tuân thủ pháp luật, đạo đức nghề nghiệp; thể hiện tính trung thực, chịu trách nhiệm cá nhân, hỗ trợ đồng nghiệp."
Mục tiêu của chương trình Công nghệ Kỹ thuật Xây dựng có bao gồm tư duy khởi nghiệp không?,"Có, chương trình hướng đến xây dựng năng lực tự học suốt đời và tư duy khởi nghiệp sáng tạo."
Sinh viên tốt nghiệp ngành Công nghệ Kỹ thuật Xây dựng có khả năng làm việc trong lĩnh vực giao thông không?,"Có, sinh viên có thể làm việc trong lĩnh vực giao thông và cơ sở hạ tầng."
Vị trí công tác nào liên quan đến giảng dạy mà sinh viên ngành Công nghệ Kỹ thuật Xây dựng có thể đảm nhiệm?,"Cán bộ kỹ thuật, cán bộ giảng dạy, nghiên cứu trong lĩnh vực xây dựng, giao thông và kỹ thuật hạ tầng."
Sinh viên ngành Công nghệ Kỹ thuật Xây dựng có được trang bị kiến thức về phát triển bền vững không?,"Có, sinh viên được trang bị kiến thức về Kiến trúc, Phát triển bền vững và liên ngành trong lĩnh vực xây dựng."
