question,answer
Tổng số tín chỉ của chương trình đào tạo ngành Cơ kỹ thuật tại Trường Đại học Công nghệ là bao nhiêu?,150 tín chỉ.
Khối kiến thức chung của ngành Cơ kỹ thuật tại Trường Đại học Công nghệ chiếm bao nhiêu tín chỉ?,16 tín chỉ.
Khối kiến thức theo lĩnh vực của ngành Cơ kỹ thuật tại Trường Đại học Công nghệ chiếm bao nhiêu tín chỉ?,22 tín chỉ.
Khối kiến thức theo khối ngành của ngành Cơ kỹ thuật tại Trường Đại học Công nghệ chiếm bao nhiêu tín chỉ?,6 tín chỉ.
Khối kiến thức theo nhóm ngành của ngành Cơ kỹ thuật tại Trường Đại học Công nghệ chiếm bao nhiêu tín chỉ?,14 tín chỉ.
Khối kiến thức ngành của ngành Cơ kỹ thuật tại Trường Đại học Công nghệ chiếm bao nhiêu tín chỉ?,92 tín chỉ.
Khối kiến thức ngành bắt buộc của ngành Cơ kỹ thuật tại Trường Đại học Công nghệ chiếm bao nhiêu tín chỉ?,45 tín chỉ.
Khối kiến thức bổ trợ của ngành Cơ kỹ thuật tại Trường Đại học Công nghệ chiếm bao nhiêu tín chỉ?,7/23 tín chỉ.
Khối kiến thức định hướng chuyên sâu của ngành Cơ kỹ thuật tại Trường Đại học Công nghệ chiếm bao nhiêu tín chỉ?,27 tín chỉ.
Các học phần bắt buộc của ngành Cơ khí thuật tại Trường Đại học Công nghệ chiếm bao nhiêu tín chỉ?,18 tín chỉ.
Các học phần tự chọn của ngành Cơ kỹ thuật tại Trường Đại học Công nghệ chiếm bao nhiêu tín chỉ?,4 tín chỉ.
Các học phần thực tập của ngành Cơ kỹ thuật tại Trường Đại học Công nghệ chiếm bao nhiêu tín chỉ?,5 tín chỉ.
Học phần thực tập và tốt nghiệp của ngành Cơ kỹ thuật tại Trường Đại học Công nghệ chiếm bao nhiêu tín chỉ?,13 tín chỉ.
Học phần Giáo dục thể chất và Giáo dục quốc phòng – an ninh có được tính vào tổng số tín chỉ của chương trình đào tạo ngành Cơ kỹ thuật tại Trường Đại học Công nghệ không?,Không.
Học phần Tiếng Anh B1 có được tính vào điểm trung bình chung học kỳ của chương trình đào tạo ngành Cơ kỹ thuật tại Trường Đại học Công nghệ không?,Không.
