question,answer
Tổng số tín chỉ của chương trình đào tạo ngành Công nghệ Thông tin tại Trường Đại học Công nghệ là bao nhiêu?,"136 tín chỉ (chưa tính các học phần Giáo dục thể chất, Giáo dục Quốc phòng – An ninh, kỹ năng bổ trợ)."
Số tín chỉ khối kiến thức chung của chương trình đào tạo ngành Công nghệ Thông tin tại Trường Đại học Công nghệ là bao nhiêu?,"26 tín chỉ (chưa tính các học phần Giáo dục thể chất, Giáo dục Quốc phòng – An ninh, kỹ năng bổ trợ)."
Số tín chỉ khối kiến thức chung theo lĩnh vực của chương trình đào tạo ngành Công nghệ Thông tin tại Trường Đại học Công nghệ là bao nhiêu?,19 tín chỉ.
Số tín chỉ khối kiến thức chung theo khối ngành của chương trình đào tạo ngành Công nghệ Thông tin tại Trường Đại học Công nghệ là bao nhiêu?,10 tín chỉ.
Số tín chỉ khối kiến thức chung theo nhóm ngành của chương trình đào tạo ngành Công nghệ Thông tin tại Trường Đại học Công nghệ là bao nhiêu?,30 tín chỉ.
Số tín chỉ khối kiến thức ngành của chương trình đào tạo ngành Công nghệ Thông tin tại Trường Đại học Công nghệ là bao nhiêu?,51 tín chỉ.
Số tín chỉ học phần bắt buộc thuộc khối kiến thức ngành của chương trình đào tạo ngành Công nghệ Thông tin tại Trường Đại học Công nghệ là bao nhiêu?,12 tín chỉ.
Số tín chỉ học phần tự chọn thuộc khối kiến thức ngành của chương trình đào tạo ngành Công nghệ Thông tin tại Trường Đại học Công nghệ là bao nhiêu?,27 tín chỉ.
Số tín chỉ học phần tự chọn bổ trợ của chương trình đào tạo ngành Công nghệ Thông tin tại Trường Đại học Công nghệ là bao nhiêu?,5 tín chỉ.
Số tín chỉ khóa luận tốt nghiệp của chương trình đào tạo ngành Công nghệ Thông tin tại Trường Đại học Công nghệ là bao nhiêu?,7 tín chỉ.
Môn học Triết học Mác - Lênin thuộc khối kiến thức nào trong chương trình đào tạo ngành Công nghệ Thông tin tại Trường Đại học Công nghệ?,Khối kiến thức chung.
Môn học Đại số thuộc khối kiến thức nào trong chương trình đào tạo ngành Công nghệ Thông tin tại Trường Đại học Công nghệ?,Khối kiến thức theo lĩnh vực.
Môn học Tín hiệu và hệ thống thuộc khối kiến thức nào trong chương trình đào tạo ngành Công nghệ Thông tin tại Trường Đại học Công nghệ?,Khối kiến thức theo khối ngành.
Môn học Lập trình nâng cao thuộc khối kiến thức nào trong chương trình đào tạo ngành Công nghệ Thông tin tại Trường Đại học Công nghệ?,Khối kiến thức theo nhóm ngành.
Môn học Trí tuệ nhân tạo thuộc khối kiến thức nào trong chương trình đào tạo ngành Công nghệ Thông tin tại Trường Đại học Công nghệ?,Khối kiến thức ngành (bắt buộc).
