question,answer
Tổng số tín chỉ của chương trình đào tạo ngành Công nghệ Thông tin chất lượng cao tại Trường Đại học Công nghệ là bao nhiêu?,146 tín chỉ
Khối kiến thức chung của chương trình đào tạo ngành Công nghệ Thông tin chất lượng cao tại Trường Đại học Công nghệ chiếm bao nhiêu tín chỉ?,21 tín chỉ
Học phần Kinh tế chính trị Mác – Lênin yêu cầu học phần tiên quyết nào tại Trường Đại học Công nghệ?,Triết học Mác – Lênin
Học phần Giải tích 2 yêu cầu học phần tiên quyết nào tại Trường Đại học Công nghệ?,Giải tích 1
Học phần Cấu trúc dữ liệu và giải thuật yêu cầu học phần tiên quyết nào tại Trường Đại học Công nghệ?,Nhập môn lập trình
Học phần Tín hiệu và hệ thống yêu cầu học phần tiên quyết nào tại Trường Đại học Công nghệ?,Giải tích 2
Học phần Lập trình nâng cao yêu cầu học phần tiên quyết nào tại Trường Đại học Công nghệ?,Nhập môn lập trình
Học phần Kiến trúc máy tính yêu cầu học phần tiên quyết nào tại Trường Đại học Công nghệ?,Giới thiệu về Công nghệ thông tin
Học phần Hệ quản trị cơ sở dữ liệu yêu cầu học phần tiên quyết nào tại Trường Đại học Công nghệ?,Cơ sở dữ liệu
Học phần Phát triển ứng dụng Web yêu cầu học phần tiên quyết nào tại Trường Đại học Công nghệ?,Lập trình hướng đối tượng và Cơ sở dữ liệu
Học phần Trí tuệ nhân tạo yêu cầu học phần tiên quyết nào tại Trường Đại học Công nghệ?,Cấu trúc dữ liệu và giải thuật
Học phần Kiểm thử và đảm bảo chất lượng phần mềm yêu cầu học phần tiên quyết nào tại Trường Đại học Công nghệ?,Lập trình hướng đối tượng
Học phần Cơ sở dữ liệu phân tán yêu cầu học phần tiên quyết nào tại Trường Đại học Công nghệ?,Cơ sở dữ liệu
Học phần Mạng không dây yêu cầu học phần tiên quyết nào tại Trường Đại học Công nghệ?,Mạng máy tính
Học phần Lập trình mạng yêu cầu học phần tiên quyết nào tại Trường Đại học Công nghệ?,Mạng máy tính
